LOG:  database system was shut down at 2012-07-29 23:31:50 CEST
LOG:  database system is ready to accept connections
LOG:  autovacuum launcher started
LOG:  duration: 0.658 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94368 qcache=0 func='avg';
LOG:  duration: 4755.122 ms  statement: select a/94368, avg(b) from uk3 group by a/94368;
LOG:  duration: 0.452 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94416 qcache=0 func='avg';
LOG:  duration: 4769.613 ms  statement: select a/94416, avg(b) from uk3 group by a/94416;
LOG:  duration: 0.521 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94464 qcache=0 func='avg';
LOG:  duration: 5096.659 ms  statement: select a/94464, avg(b) from uk3 group by a/94464;
LOG:  duration: 663.294 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94512 qcache=0 func='avg';
LOG:  duration: 4741.464 ms  statement: select a/94512, avg(b) from uk3 group by a/94512;
LOG:  duration: 683.279 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94560 qcache=0 func='avg';
LOG:  duration: 4735.201 ms  statement: select a/94560, avg(b) from uk3 group by a/94560;
LOG:  duration: 666.807 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94608 qcache=0 func='avg';
LOG:  duration: 4768.684 ms  statement: select a/94608, avg(b) from uk3 group by a/94608;
LOG:  duration: 677.854 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94656 qcache=0 func='avg';
LOG:  duration: 4785.913 ms  statement: select a/94656, avg(b) from uk3 group by a/94656;
LOG:  duration: 675.659 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94704 qcache=0 func='avg';
LOG:  duration: 4820.860 ms  statement: select a/94704, avg(b) from uk3 group by a/94704;
LOG:  duration: 673.386 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94752 qcache=0 func='avg';
LOG:  duration: 4760.362 ms  statement: select a/94752, avg(b) from uk3 group by a/94752;
LOG:  duration: 674.833 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94800 qcache=0 func='avg';
LOG:  duration: 4800.896 ms  statement: select a/94800, avg(b) from uk3 group by a/94800;
LOG:  duration: 672.062 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94848 qcache=0 func='avg';
LOG:  duration: 4829.335 ms  statement: select a/94848, avg(b) from uk3 group by a/94848;
LOG:  duration: 673.636 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94896 qcache=0 func='avg';
LOG:  duration: 4820.718 ms  statement: select a/94896, avg(b) from uk3 group by a/94896;
LOG:  duration: 682.625 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94944 qcache=0 func='avg';
LOG:  duration: 4761.620 ms  statement: select a/94944, avg(b) from uk3 group by a/94944;
LOG:  duration: 666.373 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=94992 qcache=0 func='avg';
LOG:  duration: 4747.863 ms  statement: select a/94992, avg(b) from uk3 group by a/94992;
LOG:  duration: 677.614 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95040 qcache=0 func='avg';
LOG:  duration: 4807.362 ms  statement: select a/95040, avg(b) from uk3 group by a/95040;
LOG:  duration: 674.319 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95088 qcache=0 func='avg';
LOG:  duration: 4757.612 ms  statement: select a/95088, avg(b) from uk3 group by a/95088;
LOG:  duration: 684.189 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95136 qcache=0 func='avg';
LOG:  duration: 4789.880 ms  statement: select a/95136, avg(b) from uk3 group by a/95136;
LOG:  duration: 667.533 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95184 qcache=0 func='avg';
LOG:  duration: 4850.928 ms  statement: select a/95184, avg(b) from uk3 group by a/95184;
LOG:  duration: 663.625 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95232 qcache=0 func='avg';
LOG:  duration: 4809.085 ms  statement: select a/95232, avg(b) from uk3 group by a/95232;
LOG:  duration: 695.775 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95280 qcache=0 func='avg';
LOG:  duration: 4964.527 ms  statement: select a/95280, avg(b) from uk3 group by a/95280;
LOG:  duration: 723.228 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95328 qcache=0 func='avg';
LOG:  duration: 4955.867 ms  statement: select a/95328, avg(b) from uk3 group by a/95328;
LOG:  duration: 689.359 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95376 qcache=0 func='avg';
LOG:  duration: 5034.634 ms  statement: select a/95376, avg(b) from uk3 group by a/95376;
LOG:  duration: 691.003 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95424 qcache=0 func='avg';
LOG:  duration: 4964.025 ms  statement: select a/95424, avg(b) from uk3 group by a/95424;
LOG:  duration: 702.298 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95472 qcache=0 func='avg';
LOG:  duration: 5007.906 ms  statement: select a/95472, avg(b) from uk3 group by a/95472;
LOG:  duration: 707.861 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95520 qcache=0 func='avg';
LOG:  duration: 5011.661 ms  statement: select a/95520, avg(b) from uk3 group by a/95520;
LOG:  duration: 711.047 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95568 qcache=0 func='avg';
LOG:  duration: 5032.722 ms  statement: select a/95568, avg(b) from uk3 group by a/95568;
LOG:  duration: 721.815 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95616 qcache=0 func='avg';
LOG:  duration: 4975.506 ms  statement: select a/95616, avg(b) from uk3 group by a/95616;
LOG:  duration: 706.111 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95664 qcache=0 func='avg';
LOG:  duration: 4993.940 ms  statement: select a/95664, avg(b) from uk3 group by a/95664;
LOG:  duration: 707.480 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95712 qcache=0 func='avg';
LOG:  duration: 5055.465 ms  statement: select a/95712, avg(b) from uk3 group by a/95712;
LOG:  duration: 713.091 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95760 qcache=0 func='avg';
LOG:  duration: 4941.503 ms  statement: select a/95760, avg(b) from uk3 group by a/95760;
LOG:  duration: 707.971 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95808 qcache=0 func='avg';
LOG:  duration: 5024.894 ms  statement: select a/95808, avg(b) from uk3 group by a/95808;
LOG:  duration: 687.965 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95856 qcache=0 func='avg';
LOG:  duration: 5030.257 ms  statement: select a/95856, avg(b) from uk3 group by a/95856;
LOG:  duration: 720.354 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95904 qcache=0 func='avg';
LOG:  duration: 5006.439 ms  statement: select a/95904, avg(b) from uk3 group by a/95904;
LOG:  duration: 723.329 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=95952 qcache=0 func='avg';
LOG:  duration: 5022.216 ms  statement: select a/95952, avg(b) from uk3 group by a/95952;
LOG:  duration: 701.237 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96000 qcache=0 func='avg';
LOG:  duration: 4998.339 ms  statement: select a/96000, avg(b) from uk3 group by a/96000;
LOG:  duration: 702.205 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96048 qcache=0 func='avg';
LOG:  duration: 5005.878 ms  statement: select a/96048, avg(b) from uk3 group by a/96048;
LOG:  duration: 706.376 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96096 qcache=0 func='avg';
LOG:  duration: 4995.562 ms  statement: select a/96096, avg(b) from uk3 group by a/96096;
LOG:  duration: 694.626 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96144 qcache=0 func='avg';
LOG:  duration: 5000.062 ms  statement: select a/96144, avg(b) from uk3 group by a/96144;
LOG:  duration: 689.095 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96192 qcache=0 func='avg';
LOG:  duration: 4989.362 ms  statement: select a/96192, avg(b) from uk3 group by a/96192;
LOG:  duration: 703.574 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96240 qcache=0 func='avg';
LOG:  duration: 4977.360 ms  statement: select a/96240, avg(b) from uk3 group by a/96240;
LOG:  duration: 710.946 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96288 qcache=0 func='avg';
LOG:  duration: 5042.960 ms  statement: select a/96288, avg(b) from uk3 group by a/96288;
LOG:  duration: 711.970 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96336 qcache=0 func='avg';
LOG:  duration: 5168.862 ms  statement: select a/96336, avg(b) from uk3 group by a/96336;
LOG:  duration: 727.236 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96384 qcache=0 func='avg';
LOG:  duration: 5085.300 ms  statement: select a/96384, avg(b) from uk3 group by a/96384;
LOG:  duration: 683.903 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96432 qcache=0 func='avg';
LOG:  duration: 5060.060 ms  statement: select a/96432, avg(b) from uk3 group by a/96432;
LOG:  duration: 709.402 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96480 qcache=0 func='avg';
LOG:  duration: 4968.495 ms  statement: select a/96480, avg(b) from uk3 group by a/96480;
LOG:  duration: 705.286 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96528 qcache=0 func='avg';
LOG:  duration: 4994.796 ms  statement: select a/96528, avg(b) from uk3 group by a/96528;
LOG:  duration: 693.741 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96576 qcache=0 func='avg';
LOG:  duration: 4950.240 ms  statement: select a/96576, avg(b) from uk3 group by a/96576;
LOG:  duration: 748.986 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96624 qcache=0 func='avg';
LOG:  duration: 4997.334 ms  statement: select a/96624, avg(b) from uk3 group by a/96624;
LOG:  duration: 0.616 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96672 qcache=0 func='avg';
LOG:  duration: 4993.629 ms  statement: select a/96672, avg(b) from uk3 group by a/96672;
LOG:  duration: 0.521 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96720 qcache=0 func='avg';
LOG:  duration: 5135.141 ms  statement: select a/96720, avg(b) from uk3 group by a/96720;
LOG:  duration: 0.468 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96768 qcache=0 func='avg';
LOG:  duration: 5007.490 ms  statement: select a/96768, avg(b) from uk3 group by a/96768;
LOG:  duration: 0.454 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96816 qcache=0 func='avg';
LOG:  duration: 5042.771 ms  statement: select a/96816, avg(b) from uk3 group by a/96816;
LOG:  duration: 0.625 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96864 qcache=0 func='avg';
LOG:  duration: 4980.076 ms  statement: select a/96864, avg(b) from uk3 group by a/96864;
LOG:  duration: 0.458 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96912 qcache=0 func='avg';
LOG:  duration: 4993.937 ms  statement: select a/96912, avg(b) from uk3 group by a/96912;
LOG:  duration: 0.465 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=96960 qcache=0 func='avg';
LOG:  duration: 4919.775 ms  statement: select a/96960, avg(b) from uk3 group by a/96960;
LOG:  duration: 0.536 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97008 qcache=0 func='avg';
LOG:  duration: 4946.620 ms  statement: select a/97008, avg(b) from uk3 group by a/97008;
LOG:  duration: 0.616 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97056 qcache=0 func='avg';
LOG:  duration: 4887.496 ms  statement: select a/97056, avg(b) from uk3 group by a/97056;
LOG:  duration: 1.310 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97104 qcache=0 func='avg';
LOG:  duration: 4848.960 ms  statement: select a/97104, avg(b) from uk3 group by a/97104;
LOG:  duration: 0.433 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97152 qcache=0 func='avg';
LOG:  duration: 4886.711 ms  statement: select a/97152, avg(b) from uk3 group by a/97152;
LOG:  duration: 1.158 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97200 qcache=0 func='avg';
LOG:  duration: 4879.965 ms  statement: select a/97200, avg(b) from uk3 group by a/97200;
LOG:  duration: 0.803 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97248 qcache=0 func='avg';
LOG:  duration: 4920.455 ms  statement: select a/97248, avg(b) from uk3 group by a/97248;
LOG:  duration: 0.472 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97296 qcache=0 func='avg';
LOG:  duration: 4933.272 ms  statement: select a/97296, avg(b) from uk3 group by a/97296;
LOG:  duration: 0.392 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97344 qcache=0 func='avg';
LOG:  duration: 4922.589 ms  statement: select a/97344, avg(b) from uk3 group by a/97344;
LOG:  duration: 0.433 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97392 qcache=0 func='avg';
LOG:  duration: 4979.038 ms  statement: select a/97392, avg(b) from uk3 group by a/97392;
LOG:  duration: 0.420 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97440 qcache=0 func='avg';
LOG:  duration: 4885.804 ms  statement: select a/97440, avg(b) from uk3 group by a/97440;
LOG:  duration: 0.450 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97488 qcache=0 func='avg';
LOG:  duration: 4956.692 ms  statement: select a/97488, avg(b) from uk3 group by a/97488;
LOG:  duration: 0.573 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97536 qcache=0 func='avg';
LOG:  duration: 4895.173 ms  statement: select a/97536, avg(b) from uk3 group by a/97536;
LOG:  duration: 0.408 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97584 qcache=0 func='avg';
LOG:  duration: 5130.637 ms  statement: select a/97584, avg(b) from uk3 group by a/97584;
LOG:  duration: 0.552 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97632 qcache=0 func='avg';
LOG:  duration: 4861.637 ms  statement: select a/97632, avg(b) from uk3 group by a/97632;
LOG:  duration: 0.510 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97680 qcache=0 func='avg';
LOG:  duration: 4921.422 ms  statement: select a/97680, avg(b) from uk3 group by a/97680;
LOG:  duration: 0.432 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97728 qcache=0 func='avg';
LOG:  duration: 4880.604 ms  statement: select a/97728, avg(b) from uk3 group by a/97728;
LOG:  duration: 0.606 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97776 qcache=0 func='avg';
LOG:  duration: 4902.915 ms  statement: select a/97776, avg(b) from uk3 group by a/97776;
LOG:  duration: 0.744 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97824 qcache=0 func='avg';
LOG:  duration: 4912.695 ms  statement: select a/97824, avg(b) from uk3 group by a/97824;
LOG:  duration: 0.475 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97872 qcache=0 func='avg';
LOG:  duration: 4969.455 ms  statement: select a/97872, avg(b) from uk3 group by a/97872;
LOG:  duration: 0.411 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97920 qcache=0 func='avg';
LOG:  duration: 4919.502 ms  statement: select a/97920, avg(b) from uk3 group by a/97920;
LOG:  duration: 0.436 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=97968 qcache=0 func='avg';
LOG:  duration: 4982.488 ms  statement: select a/97968, avg(b) from uk3 group by a/97968;
LOG:  duration: 0.745 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=98016 qcache=0 func='avg';
LOG:  duration: 4871.476 ms  statement: select a/98016, avg(b) from uk3 group by a/98016;
LOG:  duration: 0.594 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=98064 qcache=0 func='avg';
LOG:  duration: 4990.899 ms  statement: select a/98064, avg(b) from uk3 group by a/98064;
LOG:  duration: 0.429 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=98112 qcache=0 func='avg';
LOG:  duration: 4841.916 ms  statement: select a/98112, avg(b) from uk3 group by a/98112;
LOG:  duration: 0.491 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=98160 qcache=0 func='avg';
LOG:  duration: 4872.303 ms  statement: select a/98160, avg(b) from uk3 group by a/98160;
LOG:  duration: 0.421 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=98208 qcache=0 func='avg';
LOG:  duration: 4856.255 ms  statement: select a/98208, avg(b) from uk3 group by a/98208;
LOG:  duration: 0.639 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=98256 qcache=0 func='avg';
LOG:  duration: 4872.571 ms  statement: select a/98256, avg(b) from uk3 group by a/98256;
LOG:  duration: 0.581 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=98304 qcache=0 func='avg';
LOG:  duration: 4882.050 ms  statement: select a/98304, avg(b) from uk3 group by a/98304;
